最优灵敏度,适配评分,适配等级,环境适配,趋势捕获率%,效率分,回撤控分,资金分,胜率分,波动分,基金代码,基金名称,所属板块,回测区间,交易天数,策略收益%,年化收益%,买入持有%,买持年化%,超额收益%,最大回撤%,买持最大回撤%,回撤起始,回撤结束,回撤持续天数,夏普比率,卡尔马比率,日均波动%,最大单日涨%,最大单日跌%,均值回归率%,买入次数,卖出次数,胜率%,月度胜率%,平均盈利,平均亏损,盈亏比,中位盈亏,P10盈亏,P90盈亏,最大单笔盈利,最大单笔亏损,最大连续亏损次数,最大连续盈利次数,平均仓位%,持仓天数占比%,空仓天数占比%,平均持仓天数,中位持仓天数,最长持仓天数,已实现盈亏,剩余现金,持仓市值,期末总值,牛市半年数,牛市策略收益%,牛市买持收益%,熊市半年数,熊市策略收益%,熊市买持收益%,震荡半年数,震荡策略收益%,震荡买持收益%,牛市天数,震荡天数,熊市天数,信号:低位建仓,信号:冷却期后加仓,信号:冷却期后建仓,信号:分批止盈,信号:反弹建仓,信号:大跌抄底,信号:常规止损(L2),信号:延迟回补(分批止盈),信号:延迟回补(强势止盈),信号:延迟回补(慢涨止盈),信号:延迟回补(扭亏分批止盈),信号:延迟回补(扭亏强势止盈),信号:延迟回补(扭亏慢涨止盈),信号:延迟回补(扭亏止盈卖出),信号:延迟回补(止盈卖出),信号:强势止盈,信号:慢涨止盈,信号:扭亏分批止盈,信号:扭亏强势止盈,信号:扭亏慢涨止盈,信号:扭亏止盈卖出,信号:极端止损(L3),信号:止盈卖出,信号:温和回调建仓,信号:灾难保底减仓,信号:灾难保护,信号:灾难保护(暴跌),信号:短期深亏安全网,信号:补仓(第1次),信号:补仓(第2次),信号:补仓(第3次),信号:趋势确认减仓,信号:趋势转弱,信号:跌势放缓建仓,信号:连跌低吸,分批止盈:次数,分批止盈:胜率%,分批止盈:总盈亏,分批止盈:平均盈亏,常规止损(L2):次数,常规止损(L2):胜率%,常规止损(L2):总盈亏,常规止损(L2):平均盈亏,强势止盈:次数,强势止盈:胜率%,强势止盈:总盈亏,强势止盈:平均盈亏,慢涨止盈:次数,慢涨止盈:胜率%,慢涨止盈:总盈亏,慢涨止盈:平均盈亏,扭亏分批止盈:次数,扭亏分批止盈:胜率%,扭亏分批止盈:总盈亏,扭亏分批止盈:平均盈亏,扭亏强势止盈:次数,扭亏强势止盈:胜率%,扭亏强势止盈:总盈亏,扭亏强势止盈:平均盈亏,扭亏慢涨止盈:次数,扭亏慢涨止盈:胜率%,扭亏慢涨止盈:总盈亏,扭亏慢涨止盈:平均盈亏,扭亏止盈卖出:次数,扭亏止盈卖出:胜率%,扭亏止盈卖出:总盈亏,扭亏止盈卖出:平均盈亏,极端止损(L3):次数,极端止损(L3):胜率%,极端止损(L3):总盈亏,极端止损(L3):平均盈亏,止盈卖出:次数,止盈卖出:胜率%,止盈卖出:总盈亏,止盈卖出:平均盈亏,灾难保底减仓:次数,灾难保底减仓:胜率%,灾难保底减仓:总盈亏,灾难保底减仓:平均盈亏,灾难保护:次数,灾难保护:胜率%,灾难保护:总盈亏,灾难保护:平均盈亏,灾难保护(暴跌):次数,灾难保护(暴跌):胜率%,灾难保护(暴跌):总盈亏,灾难保护(暴跌):平均盈亏,短期深亏安全网:次数,短期深亏安全网:胜率%,短期深亏安全网:总盈亏,短期深亏安全网:平均盈亏,趋势确认减仓:次数,趋势确认减仓:胜率%,趋势确认减仓:总盈亏,趋势确认减仓:平均盈亏,趋势转弱:次数,趋势转弱:胜率%,趋势转弱:总盈亏,趋势转弱:平均盈亏
1.25,53.1,C-一般,全天候/熊市优/震荡优,186.6,9.5,23.2,3.6,6.8,10,012183,广发沪港深精选混合C,AI应用,2022-01-10 ~ 2026-05-08,1048,13.83,3.16,7.41,1.73,6.42,9.93,36.34,2022-07-04,2022-10-28,413,0.56,0.32,1.113,10.9,-11.45,53.2,35,219,50.7,45.3,23.96,-14.64,1.64,0.01,-10.27,16.42,611.08,-206.55,26,18,17.8,99.2,0.8,22.2,12,78,1370.88,10778.15,604.55,11382.7,2,1.39,36.79,2,-6.24,-26.29,5,19.08,2.87,0,1029,19,0,19,0,12,0,1,74,0,0,0,0,1,0,4,3,1,6,19,7,4,39,16,38,2,0,0,0,0,3,1,1,1,2,0,0,12,91.7,295.66,24.64,74,0.0,-727.96,-9.84,1,100.0,0.02,0.02,6,100.0,74.86,12.48,19,94.7,20.33,1.07,7,100.0,713.48,101.93,4,100.0,2.36,0.59,39,79.5,1199.76,30.76,16,0.0,-560.47,-35.03,38,81.6,346.51,9.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-0.01,-0.01,2,100.0,6.34,3.17
1.0,42.7,C-一般,全天候/熊市优/震荡优,112.8,1.3,22.4,3.0,6.0,10,012620,嘉实中证软件服务ETF联接C,AI应用,2021-11-22 ~ 2026-05-08,1082,3.39,0.78,-26.48,-6.91,29.87,17.82,58.59,2021-12-09,2024-08-28,684,0.14,0.04,1.497,11.92,-10.17,51.7,33,187,47.1,40.0,26.62,-30.22,0.88,0.0,-35.68,11.84,655.83,-231.3,32,16,15.0,98.2,1.8,16.9,8,60,75.75,7435.74,2903.6,10339.34,3,20.66,53.68,3,-21.46,-73.2,4,6.42,5.06,0,1009,73,2,13,2,11,0,1,51,0,0,0,0,2,0,4,1,1,9,15,8,3,41,16,18,1,0,0,0,5,5,2,0,3,6,0,0,11,81.8,32.75,2.98,51,0.0,-919.78,-18.03,1,0.0,0.0,0.0,9,88.9,28.33,3.15,15,46.7,77.34,5.16,8,87.5,652.67,81.58,3,66.7,1.95,0.65,41,82.9,1204.02,29.37,16,0.0,-894.65,-55.92,18,83.3,278.44,15.47,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,-92.21,-18.44,3,0.0,-359.86,-119.95,6,100.0,66.75,11.12
0.85,44.3,C-一般,全天候/熊市优/震荡优,139.7,1.6,19.4,6.7,6.6,10,012637,国泰中证全指软件ETF联接C,AI应用,2021-07-26 ~ 2026-05-08,1160,6.14,1.3,-15.46,-3.58,21.6,23.93,56.21,2021-08-04,2024-02-05,768,0.17,0.05,1.455,11.98,-10.68,52.8,46,268,50.0,44.1,29.69,-29.18,1.02,0.01,-33.8,25.28,784.52,-311.58,32,32,33.5,98.4,1.6,23.3,21,78,681.44,5743.45,4870.78,10614.23,4,25.46,68.92,3,-17.6,-70.31,3,1.18,0.95,0,1100,60,2,21,0,23,0,2,92,0,0,0,1,1,0,5,2,1,16,9,13,1,42,18,40,3,0,0,1,2,6,3,0,1,9,0,0,23,95.7,250.56,10.89,92,0.0,-1826.52,-19.85,1,100.0,55.21,55.21,16,81.2,2.85,0.18,9,77.8,79.22,8.8,13,92.3,1367.57,105.2,1,100.0,45.4,45.4,42,90.5,1680.67,40.02,18,0.0,-1398.83,-77.71,40,82.5,414.03,10.35,0,0,0,0,0,0,0,0,1,0.0,-27.93,-27.93,2,0.0,-43.55,-21.77,1,0.0,0.0,0.0,9,77.8,82.76,9.2
1.0,40.4,C-一般,全天候/熊市优/震荡优,104.1,0.2,20.5,4.1,5.6,10,015667,银河文体娱乐混合C,AI应用,2022-06-14 ~ 2026-05-08,948,0.72,0.19,-17.49,-4.98,18.21,24.02,63.34,2022-06-21,2024-09-18,942,0.07,0.01,1.712,10.23,-11.73,50.0,29,162,45.1,37.5,33.85,-38.8,0.87,0.0,-55.58,34.87,364.17,-344.8,27,15,20.5,92.7,7.3,17.4,17,56,-632.29,6117.75,3953.9,10071.65,2,4.36,48.53,3,-9.47,-62.59,4,6.8,9.69,0,890,58,1,14,3,12,0,1,52,0,0,0,0,1,0,1,0,1,8,1,8,4,17,19,20,2,2,0,0,2,4,1,0,5,11,1,0,12,83.3,75.76,6.31,52,0.0,-1414.45,-27.2,1,100.0,141.87,141.87,8,100.0,135.5,16.94,1,100.0,124.66,124.66,8,100.0,1433.09,179.14,4,100.0,2.74,0.69,17,88.2,363.93,21.41,19,0.0,-895.64,-47.14,20,75.0,151.88,7.59,2,0.0,-207.7,-103.85,0,0,0,0,0,0,0,0,2,0.0,-123.41,-61.7,5,0.0,-462.46,-92.49,11,100.0,41.94,3.81
1.0,45.3,C-一般,熊市优,18.1,2.7,22.1,3.7,6.8,10,013346,富荣信息技术混合C,AI应用,2022-01-17 ~ 2026-05-08,1043,5.8,1.37,32.02,6.94,-26.22,15.13,47.89,2022-01-20,2022-12-23,964,0.2,0.09,1.806,14.53,-12.27,50.2,37,221,59.7,45.3,22.91,-39.29,0.58,0.02,-41.49,36.46,321.18,-370.86,26,27,18.5,97.8,2.2,14.2,6,64,195.56,8478.78,2101.36,10580.14,3,20.85,66.76,2,-5.9,-36.13,4,-7.96,9.81,0,980,63,1,13,2,26,1,1,42,1,0,1,0,3,0,3,1,2,6,2,14,0,47,16,46,2,1,0,0,6,6,2,0,7,6,0,0,26,88.5,564.82,21.72,42,0.0,-858.28,-20.44,2,100.0,0.04,0.02,6,83.3,35.78,5.96,2,50.0,15.53,7.76,14,78.6,953.76,68.13,0,0,0,0,47,91.5,685.78,14.59,16,0.0,-1050.44,-65.65,46,89.1,568.2,12.35,1,0.0,-3.83,-3.83,0,0,0,0,0,0,0,0,6,0.0,-375.35,-62.56,7,0.0,-540.69,-77.24,6,100.0,200.24,33.37
1.25,43.0,C-一般,熊市优,23.5,1.0,21.2,4.5,6.3,10,001630,天弘中证计算机ETF联接C,AI应用,2020-04-01 ~ 2026-05-08,1480,4.04,0.68,17.16,2.73,-13.12,19.84,56.42,2020-07-13,2024-09-09,1028,0.12,0.03,1.38,11.45,-9.98,51.4,46,352,46.9,41.9,23.76,-23.17,1.03,0.0,-31.28,15.49,590.28,-190.66,40,24,22.6,98.6,1.4,15.5,9,74,398.34,10316.03,87.62,10403.65,5,25.71,85.66,3,-11.05,-60.69,5,-8.45,5.64,0,1429,51,2,23,2,59,0,0,121,5,0,1,0,0,0,2,2,1,33,6,11,3,25,21,53,3,0,0,1,1,5,1,0,8,9,0,0,59,74.6,343.18,5.82,121,0.0,-2338.32,-19.32,1,100.0,147.0,147.0,33,87.9,154.9,4.69,6,50.0,0.15,0.02,11,100.0,1654.35,150.4,3,66.7,0.17,0.06,25,88.0,615.46,24.62,21,0.0,-988.58,-47.08,53,84.9,924.08,17.44,0,0,0,0,0,0,0,0,1,0.0,-12.13,-12.13,1,0.0,-9.51,-9.51,8,0.0,-173.61,-21.7,9,88.9,81.2,9.02
1.2,56.1,B-良好,全天候/熊市优/震荡优,26.5,12.8,20.6,5.2,7.5,10,015642,银华数字经济股票发起式C,AI应用,2022-08-26 ~ 2026-05-08,895,26.02,6.73,98.25,21.25,-72.23,15.82,41.97,2022-11-04,2024-02-05,483,0.74,0.43,1.497,11.16,-12.15,51.1,25,159,64.8,50.0,36.44,-22.58,1.61,0.13,-16.73,47.19,548.26,-225.42,29,43,26.2,98.5,1.5,20.6,5,79,2601.69,12592.21,9.59,12601.8,3,31.53,113.57,2,-6.73,-23.55,3,0.96,0.97,0,873,22,2,13,1,26,0,0,40,0,0,0,0,3,0,0,2,1,7,2,12,4,19,8,36,2,2,0,0,0,2,0,0,2,0,0,0,26,100.0,357.1,13.73,40,0.0,-494.26,-12.36,1,100.0,0.34,0.34,7,100.0,292.81,41.83,2,100.0,15.79,7.89,12,100.0,1538.36,128.2,4,100.0,14.37,3.59,19,100.0,299.06,15.74,8,0.0,-601.17,-75.15,36,88.9,1235.19,34.31,2,0.0,-2.01,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-53.89,-26.95,0,0,0,0
1.25,38.4,D-偏差,熊市优,2.2,0.4,15.2,5.7,7.1,10,001150,融通互联网传媒灵活配置混合,AI应用,2020-04-01 ~ 2026-05-08,1480,2.35,0.4,109.2,13.39,-106.85,31.53,53.21,2023-04-14,2024-09-23,741,0.09,0.01,1.399,12.78,-11.01,47.9,42,309,55.0,47.3,28.63,-43.53,0.66,0.01,-36.19,26.73,541.4,-476.33,52,26,28.7,94.9,5.1,20.7,13,83,-94.61,7700.36,2534.43,10234.79,5,34.28,128.72,3,-20.98,-49.84,5,-7.06,16.15,0,1442,38,2,22,3,33,1,0,80,0,0,0,0,2,0,2,1,2,23,21,7,9,46,26,49,3,1,0,0,4,4,2,0,3,5,0,0,33,84.8,362.45,10.98,80,0.0,-1800.6,-22.51,2,100.0,7.0,3.5,23,100.0,279.87,12.17,21,71.4,88.03,4.19,7,100.0,1207.08,172.44,9,77.8,1.42,0.16,46,87.0,970.39,21.1,26,0.0,-2293.9,-88.23,49,87.8,1893.16,38.64,1,0.0,-26.09,-26.09,0,0,0,0,0,0,0,0,4,0.0,-541.66,-135.41,3,0.0,-299.78,-99.93,5,100.0,58.02,11.6
1.05,48.56,,,117.51,5.89,21.25,4.64,6.78,10.0,---,【AI应用】平均,AI应用,,,12.52,2.73,20.54,2.94,-8.02,18.31,51.79,,,675.2,0.34,0.2,1.5,12.06,-11.42,50.77,37.6,238.5,51.24,45.25,30.0,-26.42,1.14,0.02,-28.94,27.17,574.39,-264.03,33.4,23.8,23.23,97.46,2.54,18.34,10.8,71.5,1064.47,,,11251.48,3.2,20.28,69.66,2.4,-10.09,-47.91,4.3,3.11,5.6,1.7,17.9,1.4,22.9,0.2,0.8,74.1,0.7,0.1,0.5,0.1,1.7,0.3,2.5,1.6,1.2,13.7,10.7,10.1,4.9,34.0,18.2,33.4,1.9,0.8,0.0,0.2,2.3,4.4,1.4,0.1,4.4,7.6,0.1,0.2,22.9,86.5,240.81,10.52,74.1,0.0,-1175.95,-15.87,1.2,91.7,74.5,62.08,13.7,92.7,184.75,13.49,10.7,76.6,62.99,5.89,10.1,95.0,1272.6,126.0,4.9,83.7,20.48,4.18,34.0,87.9,877.38,25.81,18.2,0.0,-967.79,-53.18,33.4,85.9,752.21,22.52,0.8,0.0,-23.96,-29.96,0.0,0.0,0.0,0.0,0.2,0.0,-4.01,-20.03,2.3,0.0,-138.76,-60.33,4.4,0.0,-197.94,-44.99,7.6,90.8,87.17,11.47
1.05,47.1,C-一般,熊市优,56.9,4.5,21.5,4.2,6.9,10,004753,广发中证传媒ETF联接C,AI应用/传媒游戏,2020-04-01 ~ 2026-05-08,1480,16.49,2.63,28.97,4.43,-12.48,17.39,51.02,2020-09-02,2022-10-25,625,0.41,0.15,1.388,9.88,-10.78,51.9,48,360,43.3,45.9,26.13,-12.97,2.01,0.0,-15.7,11.67,953.22,-194.83,62,26,21.0,98.1,1.9,14.2,9,78,1740.95,7804.37,3844.97,11649.34,6,22.75,122.58,3,-4.96,-56.54,4,-1.35,-20.29,0,1434,46,3,30,2,25,0,0,157,1,0,2,1,0,0,2,0,2,18,19,10,10,45,25,34,1,0,0,0,3,5,1,0,1,11,0,0,25,84.0,237.04,9.48,157,0.0,-1431.01,-9.11,2,100.0,0.33,0.17,18,100.0,211.36,11.74,19,89.5,65.9,3.47,10,90.0,1477.39,147.74,10,90.0,16.16,1.62,45,82.2,1467.52,32.61,25,0.0,-711.46,-28.46,34,94.1,438.58,12.9,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-178.03,-59.34,1,0.0,-14.88,-14.88,11,100.0,162.05,14.73
1.05,47.1,,,56.9,4.5,21.5,4.2,6.9,10.0,---,【AI应用/传媒游戏】平均,AI应用/传媒游戏,,,16.49,2.63,28.97,4.43,-12.48,17.39,51.02,,,625.0,0.41,0.15,1.39,9.88,-10.78,51.9,48.0,360.0,43.3,45.9,26.13,-12.97,2.01,0.0,-15.7,11.67,953.22,-194.83,62.0,26.0,21.0,98.1,1.9,14.2,9.0,78.0,1740.95,,,11649.34,6.0,22.75,122.58,3.0,-4.96,-56.54,4.0,-1.35,-20.29,3.0,30.0,2.0,25.0,0.0,0.0,157.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,18.0,19.0,10.0,10.0,45.0,25.0,34.0,1.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,11.0,0.0,0.0,25.0,84.0,237.04,9.48,157.0,0.0,-1431.01,-9.11,2.0,100.0,0.33,0.17,18.0,100.0,211.36,11.74,19.0,89.5,65.9,3.47,10.0,90.0,1477.39,147.74,10.0,90.0,16.16,1.62,45.0,82.2,1467.52,32.61,25.0,0.0,-711.46,-28.46,34.0,94.1,438.58,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-178.03,-59.34,1.0,0.0,-14.88,-14.88,11.0,100.0,162.05,14.73
0.9,64.8,B-良好,熊市优,160.2,21.8,23.2,3.7,6.1,10,014162,万家人工智能混合C,人工智能,2021-12-17 ~ 2026-05-08,1063,52.71,10.56,32.9,6.97,19.81,14.52,53.62,2023-04-07,2024-01-31,362,1.02,0.73,1.67,12.43,-10.4,52.7,37,205,47.3,40.7,71.72,-29.29,2.45,0.0,-40.47,37.67,2192.04,-195.88,29,13,18.4,98.4,1.6,17.0,10,98,4438.29,11789.82,3480.96,15270.78,5,63.79,150.97,4,-12.71,-82.36,1,-1.11,-4.56,0,988,75,2,14,2,14,0,0,61,1,0,0,1,3,0,0,3,0,8,12,9,4,32,24,29,1,0,0,1,0,5,4,0,4,7,1,0,14,85.7,722.08,51.58,61,0.0,-1483.14,-24.31,0,0,0,0,8,75.0,309.59,38.7,12,83.3,465.01,38.75,9,100.0,4228.84,469.87,4,25.0,0.1,0.03,32,84.4,380.21,11.88,24,0.0,-798.24,-33.26,29,86.2,850.04,29.31,0,0,0,0,0,0,0,0,1,0.0,-1.21,-1.21,0,0,0,0,4,0.0,-236.33,-59.08,7,100.0,1.34,0.19
1.2,65.5,B-良好,全天候/熊市优/震荡优,57.5,19.1,25,3.4,8.0,10,008021,华富中证人工智能产业ETF联接C,人工智能,2020-05-26 ~ 2026-05-08,1445,42.98,6.43,74.77,10.23,-31.79,10.11,53.16,2023-04-07,2024-09-09,403,0.95,0.64,1.377,13.29,-11.28,50.4,45,299,58.9,53.4,29.29,-15.35,1.91,0.02,-10.44,18.99,887.86,-163.76,19,22,16.8,97.9,2.1,13.9,3,82,3804.64,11279.17,3018.95,14298.12,5,37.92,143.31,3,-4.35,-56.85,5,4.01,-1.39,0,1388,57,4,17,1,39,0,0,82,2,0,5,0,3,0,2,5,0,39,4,16,3,35,17,47,2,0,0,1,1,3,1,0,5,10,0,0,39,76.9,787.9,20.2,82,0.0,-805.25,-9.82,0,0,0,0,39,97.4,221.31,5.67,4,75.0,1.66,0.41,16,100.0,1541.21,96.33,3,100.0,0.53,0.18,35,94.3,989.6,28.27,17,0.0,-285.05,-16.77,47,95.7,1536.48,32.69,0,0,0,0,0,0,0,0,1,0.0,-12.46,-12.46,1,0.0,-1.95,-1.95,5,0.0,-246.13,-49.23,10,80.0,76.79,7.68
0.85,62.9,B-良好,全天候/熊市优/震荡优,54.5,17.0,24.1,4.2,7.6,10,008586,华夏人工智能ETF联接C,人工智能,2020-07-31 ~ 2026-05-08,1399,39.23,6.14,72.02,10.26,-32.79,10.82,45.82,2020-11-09,2021-03-19,634,0.83,0.57,1.367,12.57,-10.99,49.5,46,291,63.6,50.7,26.03,-17.95,1.45,0.06,-14.93,24.18,1336.91,-116.25,16,26,20.9,98.2,1.8,17.1,8,91,3434.29,11513.84,2408.9,13922.74,4,35.42,126.52,3,-3.55,-51.88,5,3.88,5.69,0,1342,57,1,20,2,32,0,0,54,2,0,1,0,3,0,3,2,1,28,9,14,7,59,15,50,2,0,0,2,4,7,1,0,2,14,2,0,32,84.4,702.3,21.95,54,0.0,-749.56,-13.88,1,0.0,0.0,0.0,28,92.9,92.79,3.31,9,88.9,49.08,5.45,14,100.0,2633.08,188.08,7,85.7,28.63,4.09,59,84.7,869.91,14.74,15,0.0,-345.16,-23.01,50,84.0,371.4,7.43,0,0,0,0,0,0,0,0,2,0.0,-61.97,-30.98,4,0.0,-153.45,-38.36,2,0.0,-71.98,-35.99,14,85.7,69.22,4.94
0.95,67.4,B-良好,全天候/熊市优/震荡优,35.9,22.3,24.3,3.4,7.4,10,011840,天弘中证人工智能C,人工智能,2021-09-16 ~ 2026-05-08,1122,36.03,7.16,100.28,16.88,-64.25,9.65,42.63,2021-12-09,2022-10-10,319,0.88,0.74,1.441,12.17,-11.05,50.0,39,189,63.0,49.1,40.51,-28.52,1.42,0.08,-36.03,59.72,1077.47,-147.83,23,38,16.9,98.4,1.6,14.8,3,77,3108.92,11194.45,2408.48,13602.93,5,35.71,139.57,3,-7.07,-51.15,2,3.89,7.73,0,1069,53,0,14,3,18,1,0,41,2,0,2,0,3,0,1,1,0,14,2,17,1,30,11,37,3,2,0,3,4,6,3,0,1,8,0,0,18,88.9,371.54,20.64,41,0.0,-843.42,-20.57,0,0,0,0,14,100.0,57.96,4.14,2,100.0,0.16,0.08,17,100.0,3213.4,189.02,1,100.0,0.42,0.42,30,93.3,745.33,24.84,11,0.0,-580.77,-52.8,37,89.2,367.54,9.93,2,0.0,0.0,0.0,0,0,0,0,3,0.0,-85.89,-28.63,4,0.0,-190.32,-47.58,1,0.0,-11.09,-11.09,8,100.0,64.06,8.01
0.85,75.2,A-极佳,全天候/熊市优/震荡优,27.6,30,25,3.0,7.2,10,012734,易方达中证人工智能主题ETF联接C,人工智能,2022-04-08 ~ 2026-05-08,991,37.06,8.35,134.07,24.14,-97.01,6.79,42.79,2022-06-30,2022-10-10,188,1.31,1.23,1.469,12.44,-10.95,50.1,34,215,58.6,48.0,32.83,-13.3,2.47,0.03,-11.02,29.61,1346.64,-326.06,23,24,15.2,99.1,0.9,15.4,6,91,3219.13,11328.95,2377.03,13705.98,4,34.64,128.53,2,-3.11,-28.55,3,2.23,7.93,0,944,47,2,16,0,24,1,0,49,1,0,0,0,3,0,2,3,1,25,10,13,10,28,10,25,0,0,0,3,4,4,1,0,4,9,1,0,24,91.7,633.28,26.39,49,0.0,-345.02,-7.04,1,100.0,0.13,0.13,25,96.0,217.7,8.71,10,50.0,50.0,5.0,13,100.0,2387.72,183.67,10,60.0,0.44,0.04,28,82.1,330.44,11.8,10,0.0,-409.14,-40.91,25,92.0,459.54,18.38,0,0,0,0,0,0,0,0,3,0.0,-54.9,-18.3,4,0.0,-71.74,-17.93,4,0.0,-36.72,-9.18,9,100.0,57.4,6.38
0.95,59.3,B-良好,熊市优,15.4,13.3,25,3.3,7.7,10,005963,宝盈人工智能股票C,人工智能,2020-04-01 ~ 2026-05-08,1480,30.94,4.7,201.27,20.66,-170.33,10.59,57.42,2022-06-28,2024-02-05,553,0.71,0.44,1.416,10.73,-10.48,50.6,50,322,44.7,51.4,36.6,-13.61,2.69,-0.01,-10.8,30.0,719.63,-175.05,67,22,16.4,98.5,1.5,14.3,9,61,3066.36,12959.48,134.62,13094.1,7,30.24,184.47,3,-1.95,-57.72,3,-0.27,15.53,0,1435,45,1,21,6,34,1,0,125,3,0,2,1,1,1,3,3,2,14,15,11,6,48,30,23,0,1,0,0,0,5,2,0,5,8,0,0,34,91.2,1416.18,41.65,125,0.0,-843.22,-6.75,2,100.0,38.98,19.49,14,92.9,109.48,7.82,15,100.0,166.12,11.07,11,100.0,1029.1,93.55,6,100.0,4.3,0.72,48,79.2,893.9,18.62,30,0.0,-734.29,-24.48,23,91.3,1456.51,63.33,1,0.0,-38.26,-38.26,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,-588.59,-117.72,8,87.5,156.15,19.52
0.95,65.85,,,58.52,20.58,24.43,3.5,7.33,10.0,---,【人工智能】平均,人工智能,,,39.82,7.22,102.55,14.86,-62.73,10.41,49.24,,,409.83,0.95,0.72,1.46,12.27,-10.86,50.55,41.8,253.5,56.02,48.88,39.5,-19.67,2.01,0.03,-20.61,33.36,1260.09,-187.47,29.5,24.17,17.43,98.42,1.58,15.42,6.5,83.33,3511.94,,,13982.44,5.0,39.62,145.56,3.0,-5.46,-54.75,3.17,2.1,5.16,1.7,17.0,2.3,26.8,0.5,0.0,68.7,1.8,0.0,1.7,0.3,2.7,0.2,1.8,2.8,0.7,21.3,8.7,13.3,5.2,38.7,17.8,35.2,1.3,0.5,0.0,1.7,2.2,5.0,2.0,0.0,3.5,9.3,0.7,0.0,26.8,85.7,772.21,28.78,68.7,0.0,-844.93,-12.3,0.7,75.0,6.52,9.78,21.3,94.5,168.14,7.88,8.7,82.7,122.0,14.08,13.3,100.0,2505.56,187.92,5.2,74.2,5.74,1.11,38.7,85.8,701.56,18.14,17.8,0.0,-525.44,-29.46,35.2,89.6,840.25,23.89,0.5,0.0,-6.38,-12.75,0.0,0.0,0.0,0.0,1.7,0.0,-36.07,-21.64,2.2,0.0,-69.58,-32.11,3.5,0.0,-198.47,-56.71,9.3,91.1,70.83,7.59
0.8,62.7,B-良好,全天候/熊市优/震荡优,86.0,17.5,25,3.3,6.9,10,015599,国泰国证航天军工指数(LOF)C,军工,2022-06-17 ~ 2026-05-08,945,17.83,4.47,20.73,5.15,-2.9,7.68,40.54,2024-11-11,2025-01-06,541,0.71,0.58,1.173,8.99,-7.55,50.7,30,156,51.3,45.8,26.94,-7.32,3.68,0.01,-9.04,15.52,586.34,-50.23,33,17,16.5,99.2,0.8,14.2,6,70,1693.38,9814.8,1967.74,11782.54,2,7.62,28.73,1,-2.15,-15.73,6,11.41,10.07,0,932,13,0,15,2,15,0,1,47,1,0,1,2,0,0,3,0,0,8,14,5,4,19,16,9,0,0,0,0,0,3,2,0,0,19,0,0,15,100.0,361.7,24.11,47,0.0,-195.45,-4.16,0,0,0,0,8,100.0,53.47,6.68,14,64.3,71.75,5.12,5,100.0,540.62,108.12,4,75.0,1.58,0.4,19,89.5,800.66,42.14,16,0.0,-266.0,-16.62,9,55.6,75.04,8.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,94.7,250.01,13.16
0.95,53.1,C-一般,全天候/熊市优/震荡优,163.4,9.1,24.4,3.4,6.2,10,013035,富国中证军工指数(LOF)C,军工,2021-08-16 ~ 2026-05-08,1145,16.21,3.36,9.92,2.1,6.29,11.06,49.72,2021-11-30,2024-02-02,868,0.51,0.3,1.271,9.66,-8.33,48.0,36,208,49.0,41.4,32.59,-19.14,1.7,0.0,-11.04,20.28,1092.75,-286.96,42,26,16.9,99.0,1.0,16.5,7,82,1562.75,8510.5,3110.69,11621.19,4,22.01,57.61,2,-6.84,-32.48,4,0.82,-7.9,0,1121,24,0,18,2,19,0,0,69,0,0,3,0,2,0,2,2,0,10,4,7,5,35,21,23,2,0,1,0,1,4,1,0,0,13,0,0,19,100.0,253.25,13.33,69,0.0,-666.64,-9.66,0,0,0,0,10,100.0,50.26,5.03,4,75.0,19.51,4.88,7,85.7,1545.05,220.72,5,40.0,22.55,4.51,35,88.6,670.44,19.16,21,0.0,-926.91,-44.14,23,78.3,577.77,25.12,0,0,0,0,1,0.0,-133.37,-133.37,0,0,0,0,1,0.0,-34.22,-34.22,0,0,0,0,13,100.0,185.06,14.24
